first_name,last_name,birth_date,hire_date
Zejun,Chinal,1955-07-10,1985-12-01
Manton,Feldhoffer,1954-07-24,1986-12-25
Lihong,Sommer,1953-11-23,1985-07-28
Peer,Rajcani,1953-11-11,1985-09-13
Valdiodio,Stanfel,1952-11-23,1988-08-12
True,Ullian,1952-07-24,1987-06-03
Yongqiao,Roccetti,1952-08-07,1987-09-18
Ayakannu,Luga,1954-05-29,1988-04-11
Domenick,Hasenauer,1955-11-27,1987-11-15
Charmane,Seuren,1953-06-06,1985-09-30
Maria,Motley,1954-10-31,1988-01-15
Boguslaw,Waymire,1955-01-28,1988-06-16
Alois,Pusterhofer,1955-08-23,1985-06-19
Adib,Schonegge,1954-05-30,1988-04-09
Barun,Sgarro,1954-05-08,1987-10-11
Yifei,Spieker,1954-11-04,1987-08-27
Lakshmi,Vieth,1953-12-27,1987-09-30
Suvo,Kaelbling,1953-05-21,1988-08-20
Yinghua,Streit,1953-11-26,1986-02-01
Ayonca,Brendel,1952-12-25,1985-04-14
Berto,Valtorta,1952-04-19,1987-09-07
Marjo,Esteva,1955-09-12,1988-07-01
Herbert,Aseltine,1953-09-17,1988-11-21
Takanari,Bahl,1955-03-03,1985-04-03
Sorina,Kitai,1953-02-24,1986-05-23
Huai,Czap,1955-03-10,1987-01-08
Domenico,Miake,1952-10-26,1985-06-29
Adit,Chenney,1953-12-12,1985-11-16
Kagan,Winter,1954-11-22,1987-03-17
Nevio,Velasco,1953-08-16,1986-08-31
Gennady,Peak,1952-09-11,1985-12-09
Jianhui,Bardell,1955-08-07,1988-09-24
Aiichiro,Leppanen,1955-12-18,1986-03-31
Carrsten,Kaelbling,1953-10-31,1986-08-31
Aluzio,Pollock,1955-06-24,1987-07-20
Kaijung,Hanabata,1953-09-07,1986-11-30
Pranav,Nivat,1955-02-21,1987-06-07
Taizo,Talmor,1954-10-04,1985-08-07
Amabile,Kavvadias,1955-04-18,1986-11-12
Toshiko,Jumpertz,1953-08-28,1985-10-21
Christoph,Benaini,1955-07-16,1988-12-05
Jenwei,Luit,1952-11-26,1988-12-30
Gill,Turnbull,1955-12-04,1985-09-25
Oguz,Conia,1954-07-05,1985-04-29
Goncalo,Reeker,1952-09-03,1986-12-08
Adin,Kamber,1955-07-07,1985-03-16
Bikash,Azevdeo,1953-04-17,1986-08-02
Woody,Picco,1953-09-02,1987-12-23
Anoosh,Gimbel,1952-08-07,1987-08-25
Shigehito,Sifakis,1954-06-05,1987-01-27
Xiong,Herber,1955-12-10,1985-03-12
Tran,Kulisch,1953-10-23,1985-07-17
Zita,Erie,1955-05-07,1985-03-14
Ziyad,Brandsma,1953-08-10,1986-10-24
Sanjai,Boguraev,1955-11-22,1986-12-16
Shigehito,Barinka,1955-09-01,1987-07-19
Hyuckchul,Katzenelson,1955-04-22,1987-06-18
Niteen,Schwartzbauer,1954-03-04,1985-11-30
Shigeaki,Schonegge,1952-11-04,1986-08-30
Mart,Tzvieli,1953-12-05,1986-09-06
Huiqun,Monarch,1955-12-23,1987-07-03
Kensyu,Beeson,1955-05-27,1985-12-01
Tetsushi,Uludag,1953-05-05,1988-07-06
Venkatesan,Speek,1954-06-06,1987-09-25
Kenroku,Haraldson,1953-10-04,1985-07-31
Dzung,Foong,1953-08-08,1985-02-21
Surveyors,Crelier,1953-03-30,1988-03-02
Naraig,Reghbati,1952-05-08,1988-02-29
Dulce,Rusterholz,1953-08-22,1985-06-10
Duri,Schnelling,1952-04-03,1985-04-14
Gian,Ranai,1955-03-05,1986-07-12
Tomokazu,Gewali,1952-03-07,1988-12-08
Ashish,Haldar,1952-06-08,1988-09-03
Mabhin,Lorys,1953-04-06,1986-10-23
Spyrose,Beilner,1953-11-25,1987-06-07
Chriss,Giveon,1953-02-15,1986-12-24
Satyanarayana,Nannarelli,1955-08-02,1987-11-18
Arnould,Chaudhury,1955-02-09,1986-11-24
Deborah,Orsini,1955-04-17,1985-10-26
Tsutomu,Luke,1955-06-27,1987-06-16
Younwoo,Lieberherr,1955-11-07,1987-01-22
Xinan,Itzfeldt,1955-03-26,1988-04-03
Shrikanth,Dratva,1953-07-09,1987-12-05
Charlene,Papastamatiou,1955-03-31,1987-05-29
Kitty,Raney,1955-01-21,1985-09-20
Gretta,DasSarma,1953-04-27,1985-08-26
Berry,Zuberek,1952-09-14,1988-07-12
Terresa,Jeong,1953-03-14,1985-11-20
Maha,Ritzmann,1953-08-20,1986-06-02
Sivanarayana,Showalter,1953-09-05,1985-09-18
Hsiangchu,Auyong,1955-07-09,1988-10-31
Lech,Pelz,1955-01-19,1987-11-11
Hein,Picaronny,1953-02-06,1985-06-04
Jaideep,Bultermann,1954-05-05,1985-10-06
Toshiko,Emden,1953-07-31,1987-11-16
Uli,Welham,1952-12-29,1986-05-11
Barry,Gargeya,1952-07-08,1986-10-26
Almudena,Hertweck,1953-03-09,1987-09-01
Arno,Petersohn,1953-07-25,1987-07-29
Randi,Whitcomb,1955-12-07,1986-08-29
Jeanne,Henders,1952-10-30,1986-08-12
Gal,Montemayor,1955-10-07,1985-11-19
Barna,Pashtan,1954-11-21,1985-06-16
Reuven,Clouatre,1954-10-31,1985-06-23
Abdulah,Heystek,1953-02-15,1985-05-07
Ipke,Streng,1954-12-23,1987-11-07
Martien,Kornyak,1954-09-06,1986-10-09
Oscal,Honglei,1953-07-14,1988-06-12
Zhilian,Antonakopoulos,1955-07-14,1987-11-16
Serenella,Hiraishi,1953-02-27,1986-03-09
Tristan,Aloisi,1953-02-04,1986-02-15
Herbert,Koblitz,1952-08-16,1988-03-04
Maia,Erez,1955-10-06,1987-08-30
Rildo,Hanabata,1952-08-06,1987-05-19
Perla,Back,1955-11-01,1988-09-22
Tonny,Eugenio,1955-02-21,1986-04-25
Sachem,Schiper,1953-07-02,1988-04-03
Shigehito,Peha,1955-01-10,1987-10-28
Udo,Benantar,1954-07-19,1988-12-20
Fumiyo,Zeleznik,1952-10-18,1985-03-08
Takahito,Tasistro,1952-06-09,1988-08-06
Abdulla,Hempstead,1952-06-23,1988-07-29
Shimshon,Swen,1954-02-20,1987-06-06
KayLiang,Kading,1952-10-11,1988-06-01
Bedrich,Claffy,1955-06-17,1986-12-25
Bezalel,Stellhorn,1953-08-19,1985-04-18
Christophe,Luit,1954-01-08,1985-04-24
Mary,Callaway,1954-03-31,1986-09-08
Adil,Swist,1955-06-01,1987-11-15
Hyuncheol,Muniz,1952-05-03,1985-06-25
Elvis,Choobineh,1954-07-08,1985-10-05
Shaw,Sewelson,1955-01-21,1987-05-08
Matk,Kusalik,1953-08-11,1987-11-01
Jordanka,Kalsbeek,1953-11-29,1985-05-24
Khedija,Bazelow,1955-11-16,1988-11-03
Horward,Suri,1955-04-27,1987-12-08
Etsuo,Farris,1952-10-25,1987-06-08
Eckart,Mitsuhashi,1955-03-27,1985-04-05
Atreye,Botman,1954-08-05,1985-04-15
Rutger,Birke,1952-05-03,1987-11-14
Anneke,Erni,1952-07-02,1985-02-14
Claude,Rosenbaum,1955-08-10,1986-04-23
Ghassan,Maierhofer,1954-12-17,1986-05-03
Fuqing,Chleq,1952-10-21,1987-01-30
Arvind,Narwekar,1953-02-05,1988-10-17
Zhensheng,Hettesheimer,1955-07-08,1987-06-30
Lihong,Kumaresan,1953-05-19,1985-08-10
Karlis,Hofting,1955-06-11,1988-03-21
Trygve,Gewali,1953-06-02,1986-10-19
King,Ulupinar,1955-09-14,1987-08-16
Venkatesan,Marrevee,1954-10-13,1988-12-26
Khoa,Krychniak,1952-08-30,1985-10-17
Yoshimitsu,Decleir,1955-10-15,1985-02-10
Gita,Rehfuss,1954-08-24,1986-02-24
Shahaf,Figueira,1955-02-12,1985-06-10
Vasilis,Sambasivam,1954-11-14,1986-09-05
Jeong,Blokdijk,1952-09-06,1985-12-02
Hsiangchu,Velardi,1953-02-07,1986-08-22
Suvo,Plotkin,1954-05-23,1985-04-03
Surveyors,Hiroyama,1954-08-09,1985-09-22
Fayez,Huhdanpaa,1955-06-09,1985-06-12
Make,Eterovic,1952-11-01,1986-08-01
Takanari,Fandrianto,1953-03-19,1985-06-07
Baziley,Quaggetto,1954-10-11,1987-04-21
Alenka,Sridhar,1953-02-01,1988-10-06
Maya,Reistad,1952-05-30,1985-04-17
Ramalingam,Chaudhury,1954-04-15,1987-09-29
Brigham,Tsukuda,1955-12-27,1987-03-01
Subbu,Buchter,1955-01-12,1988-09-16
Giordano,Uehara,1955-05-29,1986-01-15
Adas,Bresenham,1952-02-26,1987-04-22
DAIDA,Manderick,1953-05-01,1988-06-24
Kien,Horswill,1955-11-21,1985-04-11
Tomokazu,Daescu,1952-03-14,1987-06-25
Dietrich,Flanders,1953-03-08,1986-08-08
Gina,Acton,1954-01-18,1988-05-14
Make,Schauser,1954-02-13,1987-01-02
Zvonko,Cronan,1952-02-18,1988-09-13
Weicheng,Pfau,1953-09-13,1985-10-29
Aleksandar,Huttel,1955-01-30,1987-11-27
Marin,Srimani,1952-09-14,1986-02-22
Alper,Schaft,1952-04-27,1987-03-13
Randi,Khalid,1955-03-06,1986-05-23
Basem,Fadgyas,1953-03-12,1986-06-28
Ult,Molberg,1954-12-04,1988-06-21
Saniya,Azadmanesh,1953-01-15,1986-10-08
Kazuhiro,Speel,1955-10-15,1985-07-11
Denis,Karnin,1952-03-05,1986-11-12
Heeju,Wiegley,1955-06-21,1985-05-24
Fumiko,Arlazarov,1955-02-11,1985-05-18
Gill,Ranai,1952-09-27,1986-01-04
Uma,Ciolek,1954-07-28,1986-11-03
Margo,Barbanera,1952-03-04,1986-08-21
Sigeru,Kaelbling,1954-02-19,1987-05-01
Debaprosad,Soicher,1952-06-07,1985-03-18
Bouchung,Barriga,1954-06-05,1987-06-30
Ulises,Dengi,1955-05-19,1988-12-10
Paris,Codenie,1953-04-06,1988-03-24
Yonghoan,Eastman,1952-02-20,1988-01-16
Yechiam,Kadhim,1955-11-24,1988-06-15
Ghassan,Furudate,1952-02-16,1986-09-04
Muneo,Sichman,1953-06-26,1987-01-16
Waiman,Gubsky,1954-03-11,1987-02-18
Reuven,Azevdeo,1955-10-29,1985-11-04
Khue,Klassen,1955-10-12,1986-04-01
Gill,Coombs,1952-11-04,1985-04-23
Aral,Androutsos,1953-11-18,1987-04-05
Yuuichi,Rissland,1955-01-18,1985-05-18
Gianluca,Reeker,1955-04-30,1985-10-10
Giri,Acton,1953-12-03,1988-04-21
Shuky,Schauser,1952-04-26,1988-03-12
Lokesh,Eterovic,1952-03-12,1987-01-28
Bingning,Ghemri,1952-03-11,1987-02-23
Halsur,Underwood,1953-06-16,1987-02-26
Ger,Serna,1953-09-18,1986-10-14
Cordelia,Leivant,1954-02-26,1988-08-26
Srinidhi,Malinowski,1952-06-30,1986-09-24
Martien,Peres,1954-10-19,1987-07-11
Tadanori,Oxenboll,1954-12-10,1986-09-24
Yuichiro,Zambonelli,1953-03-26,1988-01-06
Katsuyuki,Decaestecker,1953-05-17,1985-05-24
Sachio,DuCasse,1953-11-28,1987-07-25
Ult,Melter,1953-10-19,1988-02-16
Chiranjit,Gischer,1954-03-16,1985-07-12
Suebskul,Jording,1953-10-28,1988-06-28
Kellyn,Besancenot,1953-08-09,1987-02-17
Shem,Crouzet,1953-06-04,1985-09-27
Baziley,Rajcani,1952-09-30,1985-06-26
Georg,Erdi,1954-04-12,1986-07-09
Limsoon,Kusalik,1953-04-14,1988-04-09
Sadun,Escriba,1952-05-14,1985-06-06
Make,Alblas,1955-09-07,1987-11-14
Garnet,Demos,1954-07-07,1985-11-21
Vesna,Roccetti,1952-10-02,1988-07-16
Snehasis,Diderrich,1952-06-19,1986-06-17
Tayeb,Luca,1953-04-24,1987-08-06
Radhia,Porenta,1953-07-09,1987-06-12
Yunming,Merey,1955-02-09,1988-08-30
Kazuhisa,Vecchio,1954-11-10,1986-03-17
Dharmaraja,Sadowsky,1953-04-15,1985-02-06
Yagil,Roisin,1953-11-16,1988-10-08
Mihalis,Ligten,1954-04-13,1987-09-02
Hidekazu,Zobel,1955-10-29,1988-08-26
Anwar,Oppitz,1953-03-13,1985-05-06
Dinah,Lubachevsky,1953-08-12,1987-09-24
Freyja,Wielonsky,1954-07-12,1988-09-13
Sakthirel,Otillio,1953-05-03,1988-06-20
Malu,Ritzmann,1953-11-20,1988-11-22
Elvis,Pettis,1953-04-01,1987-10-01
Parke,Yurek,1955-03-06,1987-07-03
Susumu,Grabner,1952-11-23,1985-04-03
Abdelghani,Cannata,1952-05-05,1988-07-12
Nalini,Bierbaum,1955-09-13,1985-11-17
Harngdar,Lanzelotte,1952-07-20,1987-02-13
Abdelghani,Turnbull,1953-02-04,1985-12-30
Sreenivas,Luff,1953-01-28,1987-08-07
Arvin,Litzler,1954-03-12,1987-08-23
Josyula,Genther,1953-12-14,1986-02-08
Kensyu,Eugenio,1953-02-11,1986-03-25
Aksel,Ranze,1953-02-20,1985-02-23
Perla,Aloisi,1952-04-24,1987-01-29
Dante,Skafidas,1954-12-14,1987-08-23
Koichi,Liesche,1953-12-05,1986-12-22
Heng,Asmuth,1952-02-17,1988-05-02
Katsuo,Unno,1952-03-31,1985-04-27
Dharmaraja,Schwaller,1953-10-18,1987-07-22
Wilmer,Merks,1953-10-19,1986-06-09
Pradeep,Pettey,1955-07-21,1987-10-28
Pramod,Marletta,1952-09-14,1988-04-01
Constantino,Schwartzbauer,1955-12-06,1985-10-26
Kish,Ratnaker,1954-01-06,1987-05-18
Shaowen,Nitsch,1955-12-08,1986-02-18
Sanjeeva,Gronowski,1952-06-16,1987-11-10
Almudena,Harnett,1955-03-02,1986-03-09
Fayez,Terlouw,1953-06-07,1985-06-17
Premsyl,Iacovou,1952-11-14,1987-11-12
Dietrich,Leslie,1952-12-30,1988-08-16
Sigeru,Kisuki,1954-07-22,1986-04-03
Florian,Krider,1954-06-25,1988-02-08
Gao,Benzmuller,1954-06-13,1985-09-03
Joydip,Maliniak,1954-02-08,1985-09-28
Zijian,Itschner,1954-12-13,1986-01-25
Marko,Benaini,1954-02-16,1987-10-11
Vasiliy,Ghazalie,1955-10-24,1986-05-21
Cedric,McConalogue,1952-03-23,1985-03-24
Raimond,Comte,1954-11-25,1986-06-09
Falguni,Nilsson,1955-07-07,1985-03-17
Gilbert,Parveen,1953-06-29,1988-03-05
Vugranam,Verhaegen,1955-11-24,1986-03-20
Qunsheng,Toyoshima,1955-04-14,1985-12-23
Gill,Rehfuss,1955-01-13,1985-11-21
Mariusz,Schade,1955-08-13,1987-05-19
Lobel,Malabarba,1952-03-14,1988-07-22
Djelloul,Zhiwei,1953-04-03,1987-07-14
Geraldo,Mellouli,1954-04-07,1985-12-13
Maris,Swen,1952-02-28,1985-12-25
Saeed,Sinitsyn,1954-11-29,1986-11-09
Yifei,Shiratori,1955-08-13,1988-10-12
Heping,Murthy,1954-11-26,1988-11-29
Gully,Armand,1952-09-01,1985-06-17
Yoshimitsu,Nooteboom,1955-10-28,1987-11-12
Junsik,Angot,1953-06-16,1986-04-24
Temple,Michaeli,1955-07-18,1987-08-06
Richara,Gopalakrishnan,1955-01-01,1985-07-17
Wayne,Aumann,1953-12-11,1988-05-14
Sushant,Whitcomb,1955-08-27,1986-02-23
Lunjin,Cummings,1954-10-29,1987-04-12
Luisa,Camarinopoulos,1952-05-24,1988-01-08
Fen,Carrera,1952-09-24,1986-05-18
Gao,Rosch,1954-05-16,1986-07-01
Aria,Vecchi,1952-04-09,1988-11-24
Shawna,Tchuente,1955-06-02,1985-07-22
Nikolaos,Kossowski,1955-02-04,1988-01-06
Ennio,Keustermans,1954-07-07,1987-02-18
Jolita,Casperson,1952-09-13,1986-08-12
Ortrud,Morrow,1955-09-03,1987-11-21
Noritoshi,Melton,1954-10-14,1988-11-22
Shir,Picht,1952-03-20,1988-04-16
Uinam,Delgrossi,1953-10-25,1986-06-06
Shridhar,Stanfel,1954-06-28,1988-02-19
Pradeep,Negoita,1955-05-08,1985-08-12
Qingxiang,Conta,1955-12-13,1987-12-05
Kwan,Kandlur,1953-12-29,1988-04-23
Mabry,Beznosov,1954-10-01,1985-11-27
Zongyan,Mahnke,1955-05-21,1986-01-26
Martien,Pokrovskii,1952-11-04,1986-09-22
Arra,Slutz,1953-01-08,1987-11-16
Xuedong,Kaminger,1955-05-16,1987-07-10
Xiahua,Monkewich,1954-12-01,1988-05-02
DAIDA,Pashtan,1952-08-17,1985-07-20
Kristinn,Salinas,1953-06-03,1986-02-19
Teunis,Radhakrishnan,1952-12-22,1987-08-29
Abdelaziz,Krichel,1954-05-23,1988-10-19
Piyawadee,Gomatam,1952-02-06,1986-03-06
Danai,Thebaut,1955-12-23,1988-01-26
Neelam,Orlowska,1953-09-26,1987-03-11
Muneo,Plump,1953-02-13,1988-02-04
Guadalupe,Bashian,1953-11-08,1988-10-17
Nagui,Kamber,1955-07-19,1988-03-04
Chinhyun,McConalogue,1954-10-17,1985-05-11
Shunichi,Marciano,1955-03-21,1985-03-22
Idoia,Hockney,1954-11-11,1987-02-05
Sachar,Furedi,1953-07-02,1987-03-20
Kwangyoen,Heinisuo,1954-12-26,1988-08-17
Bader,Jiang,1954-01-20,1985-10-06
Rajmohan,Vieth,1953-09-08,1988-07-22
Mong,Spieker,1953-11-24,1987-04-28
Masanao,Hebden,1955-05-18,1985-08-24
Eberhardt,Picco,1954-05-11,1987-10-24
Navid,Magalhaes,1952-04-28,1988-03-02
Francesca,Ambroszkiewicz,1952-03-22,1987-12-22
Jagoda,Kamber,1954-06-03,1986-05-12
Aria,Panienski,1953-09-18,1985-12-23
Yuriy,Riexinger,1953-04-29,1987-03-24
Otilia,Etalle,1954-04-24,1987-04-16
Zhenbing,Weiland,1952-09-30,1985-08-30
Guther,Clemencon,1952-11-23,1988-11-24
Shalesh,Snyers,1955-02-02,1986-03-25
Jaber,Aloia,1952-11-10,1988-07-22
Mark,Baak,1952-05-30,1988-02-02
Krister,Hebert,1955-04-09,1988-06-08
Youssef,Rande,1954-08-10,1986-02-06
Francoise,Genin,1954-11-19,1988-02-13
Jouko,Eiter,1954-03-24,1988-03-11
Amabile,Jansch,1954-01-04,1986-07-28
Sachem,Lammel,1953-06-29,1986-08-13
Babette,Molberg,1955-10-02,1986-04-17
Inderjeet,Mullainathan,1953-07-08,1986-11-12
Nirmal,Emden,1952-04-13,1985-11-06
Subhada,Fontet,1953-01-10,1987-07-30
Woody,Hemaspaandra,1954-12-07,1986-11-30
Keiichiro,Bonifati,1952-10-13,1987-02-16
Xinyu,Boudaillier,1954-02-10,1988-04-01
Patricia,Pargaonkar,1952-03-08,1985-07-15
Tianruo,Dratva,1953-04-20,1986-08-26
Yuping,Tyugu,1952-07-09,1985-03-31
Krisda,Suomi,1952-12-21,1986-03-29
Tadahiko,Kavanagh,1953-07-01,1987-02-22
Youssef,Tsukune,1954-08-07,1987-01-25
Felicidad,Waymire,1955-12-12,1988-04-28
Yongmin,Lampe,1955-01-03,1987-09-08
Anwar,Brizzi,1953-05-01,1987-01-17
Huiqun,Rodham,1954-03-22,1985-05-14
Yechezkel,Zaccaria,1955-12-05,1987-02-28
Wuxu,Sullins,1953-06-28,1987-09-29
Nobuyoshi,Businaro,1955-05-22,1987-12-24
Sailaja,Lanteri,1952-06-08,1988-01-02
Teunis,Tyugu,1955-01-23,1987-10-04
Vojin,Farrar,1952-02-04,1985-03-02
Chaosheng,Stroustrup,1955-05-14,1988-10-17
Yinlin,Hardjono,1953-07-29,1988-12-08
Duro,Trumbly,1955-01-25,1985-11-17
Masoud,Gihr,1952-07-02,1988-11-25
Boaz,Khalid,1955-11-05,1985-04-19
Steve,Busillo,1955-10-30,1986-11-07
Selwyn,Huxford,1955-10-16,1985-04-22
Masaki,Zirintsis,1953-10-11,1987-07-20
Barry,Rindone,1955-04-30,1986-06-19
Turgut,Pews,1952-08-08,1987-01-09
Sariel,Tsukuda,1953-08-22,1986-01-29
Wanqing,Anily,1954-07-10,1985-09-30
Alenka,Schwaller,1954-08-10,1988-05-20
Danel,Hainaut,1952-12-22,1987-09-09
Aria,Huttel,1953-07-22,1986-08-03
Stepehn,Akaboshi,1952-02-05,1987-03-24
Uzi,Horswill,1954-11-22,1985-02-20
Conrado,Fortenbacher,1954-03-01,1987-02-04
Mohua,Pintelas,1955-08-26,1985-07-20
Lijia,Stentiford,1953-08-28,1987-07-27
Geraldo,Siprelle,1953-01-19,1987-11-24
Oscal,Denti,1952-10-05,1988-01-08
Saeed,Templeman,1954-11-07,1987-01-26
Naftali,Veccia,1955-10-03,1987-04-04
Nitsan,Ranft,1955-03-04,1988-09-20
Michaela,Gide,1953-11-04,1987-05-29
Gaurav,Fontet,1953-12-23,1987-08-17
Teiji,Peek,1952-08-06,1985-03-13
Murthy,Thibadeau,1954-11-16,1988-11-23
Alejandro,Ozeri,1955-08-07,1986-01-12
Supot,Shanbhogue,1954-08-09,1988-11-22
Hugo,Rosis,1952-05-15,1985-11-27
Nectarios,Aloia,1955-07-10,1987-08-13
Xiaoqiu,Huttel,1952-09-23,1985-12-06
Xinyu,Bahl,1952-03-14,1988-12-09
Chiranjit,Thisen,1953-06-22,1986-07-28
Iara,Tetzlaff,1954-05-23,1988-01-01
Youngkon,Pehl,1953-01-20,1988-03-13
Barry,Borstler,1955-09-26,1987-05-08
Kellyn,Luck,1954-06-12,1988-04-11
Akeno,Juneja,1954-09-04,1986-04-22
Perla,Hasham,1954-09-13,1985-11-21
Remmert,Prochazka,1953-04-10,1986-12-20
Shooichi,Morrey,1954-12-01,1987-07-29
Heekeun,Yavatkar,1955-09-01,1985-05-15
Jouni,Tiemann,1952-05-13,1985-05-08
Elvia,Baez,1953-06-09,1987-03-03
Kish,Kermarrec,1954-07-15,1986-11-26
Francesca,Nollmann,1952-10-11,1988-01-08
Shigeo,Clouatre,1954-03-22,1987-06-30
Zhiwei,Weiland,1953-02-03,1986-11-18
Candida,Klassen,1954-09-04,1986-12-18
Brigham,Trogemann,1955-05-30,1986-12-13
Angus,Budinsky,1953-05-07,1987-02-27
Selwyn,Alblas,1955-07-23,1987-06-16
Youjian,Marchesini,1952-12-27,1986-11-08
Shan,Majewski,1954-07-24,1986-03-28
Filipe,Baba,1954-05-11,1985-03-13
Tiina,Naudin,1955-12-01,1986-09-26
Srinidhi,Kaminger,1952-10-29,1986-01-11
Anwar,Cooke,1955-03-03,1988-04-02
Shahab,Bardell,1953-10-02,1987-07-04
Sibyl,Douceur,1953-12-16,1986-07-23
Anyuan,Covnot,1955-05-30,1985-05-30
Shahaf,Broder,1952-05-04,1985-06-16
Godehard,Takanami,1955-12-08,1988-10-23
Moheb,Rosin,1954-09-22,1986-01-06
Aris,Koshiba,1952-10-28,1986-01-06
Tuval,Lamparter,1955-01-23,1986-11-06
Owen,Georgatos,1953-12-10,1987-08-25
Eran,Streng,1953-01-10,1986-03-20
George,Schusler,1952-06-15,1985-03-22
Magy,Maksimenko,1953-09-21,1985-03-26
Insup,Hettesheimer,1954-09-01,1985-11-26
Guther,Pietracaprina,1954-01-31,1987-12-23
Bernd,Lakshmanan,1955-09-20,1986-11-23
Martina,Ossenbruggen,1952-02-03,1987-05-07
Wayne,Nannarelli,1955-04-04,1985-02-11
Rafael,Shrader,1952-09-20,1988-08-07
Tuval,Heinisuo,1954-10-31,1985-04-26
Aria,Wrigley,1952-10-17,1985-04-16
Mariusz,Munck,1952-11-04,1988-07-21
Nathan,Madeira,1952-09-03,1986-11-09
Khoa,Gurbaxani,1955-06-30,1986-09-25
Nigel,Rosenbaum,1955-12-31,1987-04-19
Sverrir,Moffat,1952-06-23,1985-02-19
Bezalel,Decleir,1954-01-30,1987-10-26
Dines,Potthoff,1955-03-23,1988-12-27
Pintsang,Bernini,1955-08-23,1987-06-25
Uli,Camarinopoulos,1952-12-14,1986-08-03
Xianlong,Swist,1954-01-24,1985-09-16
Ingmar,Vidya,1955-06-26,1986-08-15
Yinlin,Stamatiou,1955-06-04,1988-09-07
Shir,Bruckman,1954-11-19,1986-09-15
Fayez,Paludetto,1953-02-20,1986-01-14
Lunjin,Lindenbaum,1952-12-29,1986-10-25
Shin,Granlund,1955-01-16,1988-04-22
Boguslaw,Birrer,1952-11-21,1986-04-09
Chirstian,Granlund,1955-08-12,1988-10-01
Pragnesh,Veccia,1952-10-30,1986-12-26
Aiichiro,Toyoshima,1952-02-09,1988-01-02
Hailing,Reeken,1954-10-08,1988-08-17
Basant,Boissier,1955-08-06,1986-07-13
Gregory,Range,1954-10-12,1986-10-12
Ortrud,Zuberek,1952-11-26,1988-07-06
Florian,Merks,1953-02-02,1987-04-04
Tsutomu,Beeson,1953-08-31,1986-12-05
Chenyi,Kobara,1954-06-30,1986-06-25
Lene,Openshaw,1954-06-13,1987-03-05
Shooichi,Rehfuss,1955-01-21,1985-03-26
Xiahua,Thisen,1955-04-29,1988-10-22
Giordano,Halloran,1955-05-20,1987-03-16
Thodoros,Showalter,1952-06-21,1988-05-08
Gou,Papastamatiou,1954-04-15,1986-05-22
Christophe,Naudin,1953-06-09,1985-02-13
Abdelwaheb,Penz,1955-11-05,1988-01-21
Carrsten,Farrag,1955-07-01,1988-06-02
Guttorm,Marciano,1953-01-26,1987-09-20
Ulises,Xiaoshan,1955-10-30,1987-03-15
Lein,Leuchs,1952-10-13,1986-06-01
Ohad,Panwar,1955-08-17,1985-03-21
Junsik,Akiyama,1954-08-23,1987-02-15
Tesuro,Landherr,1952-07-24,1988-05-22
Leif,Morrin,1953-09-10,1985-10-27
Guther,Bondorf,1953-08-31,1986-04-17
Badri,Buescher,1953-10-02,1987-04-12
Khosrow,Lindenbaum,1952-10-07,1988-02-20
Akeno,Baca,1953-10-08,1985-03-28
Inderjeet,Matzen,1954-12-31,1987-01-01
Alejandra,Lanphier,1953-03-17,1985-02-13
Cristinel,Puppo,1953-12-14,1985-02-02
Otmar,Birge,1955-11-08,1988-10-30
Houman,Yamaashi,1953-07-02,1985-08-16
Cristinel,Deverell,1953-07-19,1987-09-12
Licheng,Noriega,1954-02-11,1987-12-03
Akhilish,Benner,1952-09-04,1988-02-25
Pohua,Christ,1953-06-06,1988-04-07
Sajjad,Merlo,1953-06-23,1988-08-26
Guenter,Kalafatis,1955-02-15,1986-08-25
Huai,Sundgren,1954-08-26,1988-03-14
Niclas,Demizu,1952-11-06,1986-11-11
Chuanyi,Gammage,1954-08-21,1985-09-01
Uinam,Uludag,1954-09-13,1987-08-15
Venkatesan,Valtorta,1955-11-07,1987-02-07
Shawna,Quadeer,1953-10-02,1985-10-06
Kazuhito,Biran,1954-04-22,1985-08-13
Shan,Chenoweth,1952-09-03,1988-04-14
Kiam,Giveon,1954-08-25,1986-06-19
Xiadong,Ramalingam,1953-08-04,1986-04-26
Munehiro,Munoz,1952-05-30,1987-08-31
Mantis,Erbe,1954-06-22,1985-03-23
Xinyu,Kaiser,1955-01-22,1987-08-07
Mitsuyuki,Kuzuoka,1954-04-05,1988-10-01
Gregory,Granlund,1955-06-13,1987-11-25
Quingbo,Panangaden,1953-11-05,1986-02-05
Bowen,Czap,1954-01-01,1987-07-07
Feixiong,Fordan,1953-12-20,1986-11-25
Danny,Asrin,1954-03-18,1988-12-31
Arra,Cappelletti,1954-03-14,1988-11-15
Ayakannu,Shimshoni,1952-05-03,1985-02-20
Youjian,Hutton,1954-01-12,1987-10-11
Eishiro,Theuretzbacher,1954-09-03,1986-06-06
Pranjal,Rajala,1952-12-08,1987-08-10
Xiaobin,Montemayor,1952-10-12,1987-02-27
Juichirou,Barreiro,1952-10-08,1986-11-09
Mantis,Strandh,1952-06-28,1987-07-30
Willard,Pews,1953-02-14,1987-04-08
Selwyn,Marquardt,1953-07-22,1985-08-13
Xiaoqiu,Chaudhuri,1953-09-25,1987-04-12
Francesca,Openshaw,1953-01-08,1987-04-10
Holgard,Luef,1955-12-09,1985-07-30
